Date,S&P500,Eurostoxx 50,Hang Seng,MSCI EM,SMI,US T 10-year Yield,German Gov 10-year yield,Oil futures,Gold,EURUSD,USDJPY,US IG Bonds,US HY Bonds,USDCHF
2001-02-27,0.2122293132559806,0.22313047688051574,0.3085263756200837,0.19521329937051843,0.13735755858636903,85.70011715091908,60.46006228144081,0.43005434883428406,0.11721581359596331,0.12358831178097329,0.10073035705268597,0.0407610842936847,0.0277548308031345,0.11522894727422071
2001-02-28,0.21256412973049857,0.22297736190718226,0.30853391812789366,0.194485628112843,0.13726495885147882,85.71160646068705,60.12989846691443,0.42939489137790815,0.11720007947709343,0.12355026682948426,0.10112216446715638,0.04073196700192873,0.027736411777614534,0.1151294002709561
2001-03-01,0.21257009342519853,0.2230885287878764,0.3098260781807759,0.19429114915999593,0.13851364304971395,85.65850734444342,59.93107474025404,0.4294374124511089,0.11720334763440746,0.12378052643035697,0.10080139908390279,0.04081052871417734,0.027737765515274057,0.1156198493861243
2001-03-02,0.2124828552621335,0.22296839867562063,0.31087535980099473,0.19423169048077937,0.1385400609548636,85.14923014579927,59.55162138148172,0.42928734914340483,0.11764201147956846,0.12365306065028994,0.10159788677845871,0.04060726434584689,0.027802237011106234,0.11544370331997367
2001-03-05,0.2124365106417821,0.22316735014717246,0.3099017286401497,0.1942963029363507,0.13844071121498344,85.1819246019039,59.43107927729185,0.4294534485651538,0.11717402780680852,0.12386964019952341,0.10159445277021298,0.04054680150922642,0.027829230341124143,0.11550930875724202
2001-03-06,0.21265279042123775,0.22352658517109145,0.30981740898804805,0.19452159738891783,0.1381983125390817,84.84595344937226,57.26270049628722,0.4291763948914872,0.11744174656838294,0.1235932987295794,0.10147040475749648,0.04041067733348468,0.02776777759035486,0.1151384176418965
2001-03-07,0.21275870759474907,0.22347558040594814,0.3087789401511321,0.1943498021908634,0.13813133989468504,85.08411095060558,57.08876344041253,0.42984547741775964,0.11747964905787749,0.12341776543413524,0.10186205471154294,0.040558865320063184,0.027828459703541947,0.11490204783562195
2001-03-08,0.21277291241911608,0.22344724877648578,0.30843637816811387,0.19400507639983924,0.13810643165489034,84.72540694309639,57.17596361704673,0.4302948036369662,0.11883845897697494,0.12339308346350525,0.1016827481262614,0.040516493366562656,0.02788072235503281,0.11474971082116037
2001-03-09,0.21386790662384034,0.2235679327016255,0.3084213276943727,0.19419982411310707,0.13766018145253872,84.80658190648491,57.09237650492475,0.43037263312388646,0.11954225416582868,0.12331144987210214,0.10164933834017607,0.04056632009859955,0.02788778765708777,0.11459356991482805
2001-03-12,0.21820990768144907,0.2246779811822001,0.3097757346448335,0.19657852794585512,0.13884425265946002,84.86248355744621,56.98483567067949,0.42939084028238556,0.1195848726910877,0.12336181546365245,0.10182605295041597,0.04055501508698651,0.027932088594973897,0.11460927331680246
2001-03-13,0.21816386547742825,0.22325804222134538,0.3103249361821123,0.19670269789645264,0.13822741373297653,84.83427176170386,57.02773551464489,0.42937875028939465,0.12078445915706836,0.12407630645982762,0.10203932249278164,0.04059212883825758,0.02799793926310966,0.1155376969883763
2001-03-14,0.21956414681120498,0.2236388121344389,0.31016381505079793,0.1965562664296391,0.13969238324148714,85.44002136584467,57.12456908918877,0.431369822899901,0.12179532955605225,0.12412513969226469,0.10248469637254712,0.04069272766237968,0.028238669149188406,0.11558425976897417
2001-03-15,0.21966574405577416,0.2234793195585141,0.3098974078796327,0.19615894681100438,0.1394661659705787,85.46872753501225,56.91968545967808,0.4301435559481468,0.12197090655425011,0.12497641489863572,0.10293859734939481,0.040719119882033326,0.028237008570705158,0.11646654054865056
2001-03-16,0.22044782978201252,0.22319103323425282,0.3009923788196481,0.1955110374114881,0.14085992251581386,84.82518136981663,56.93637059397398,0.4294761024702147,0.12187185891680344,0.12494639465984814,0.10272823907570978,0.040351097163689176,0.02831781041687721,0.11635400652826655
2001-03-19,0.22122048170985348,0.22307887100124418,0.297760329389727,0.19548896850455966,0.1405481032082517,84.74890660837295,56.906785037172284,0.4300136035314197,0.12199671542760883,0.12497250825309959,0.10227955017561856,0.040340455934347916,0.028490316877506278,0.11635228915708642
2001-03-20,0.2206812570899898,0.22138429083789224,0.29774465895474855,0.1949732582435094,0.13870447772536126,84.88140566630847,56.05064031819514,0.42947664848434386,0.12201678777155538,0.12542002260085255,0.10244193317903198,0.04036806324409901,0.028508106245137145,0.11662707590432035
2001-03-21,0.22097036045527899,0.22191029346868496,0.2963481552849626,0.19247145770221483,0.13940996797880506,84.80839994478846,56.11363670537484,0.430271211090684,0.12215793648380859,0.1261423074967011,0.1029075083399354,0.04034791381362305,0.02885201793617164,0.1172657503100478
2001-03-22,0.22067043867207053,0.22594484586651284,0.29909528849258676,0.1929944447193059,0.15064973529732067,84.05971956997742,54.87626722347713,0.4281217785796452,0.12200142550392168,0.1261086257652467,0.10267478978372048,0.04013604263585422,0.02929143151078531,0.1172375977887409
2001-03-23,0.22164841103508257,0.22779237762250268,0.2989847576854022,0.193075755104774,0.15269854234406602,84.15407516296428,54.90149148548404,0.4286132330456921,0.12198233523312238,0.1260972182319903,0.10287471398078754,0.04034781551568189,0.029318437322706656,0.11722674569003955
2001-03-26,0.22159719766806021,0.23037784033000683,0.30043015582495364,0.19320691492576775,0.15720952105333133,84.13173577279504,54.84808125659347,0.42837515250199176,0.1217797877000413,0.12626198314620907,0.10285025254013148,0.040292289237432666,0.02960878528203013,0.1171834949294077
2001-03-27,0.22286284243062598,0.2293470940587334,0.3009312513134054,0.19247918154799448,0.15688040127003636,85.26815914597547,54.75549859051977,0.42566633408549853,0.1218332030642602,0.12562257273603888,0.1028434318960612,0.04062596723817182,0.029610747609639186,0.11632023626754229
2001-03-28,0.224097391753155,0.2299169112822756,0.29943201943929976,0.19157773549749652,0.15687715364126525,85.31184417753545,54.608904790978166,0.4282142414225575,0.1218769048378878,0.125857821696364,0.10277254722147963,0.04060691892502295,0.029611646813956675,0.1164327914457223
2001-03-29,0.22404615923135157,0.2299143415385932,0.29969161430661867,0.19225193314937072,0.1569141385003051,85.12537554544451,54.71765023655857,0.42818759279402036,0.12188628848459304,0.12588343773320104,0.10324935805719036,0.04056726703709241,0.029616045711737024,0.11629660442039469
2001-03-30,0.22424828667106478,0.22961152952226843,0.29975885826027837,0.19175776245183013,0.15604905027302682,85.4194420240333,54.46984534759791,0.42785065665102034,0.12192279891960905,0.1258772939572946,0.10525225373063675,0.04065989866636198,0.02963035517709442,0.11641656002249338
