Date,S&P500,Eurostoxx 50,Hang Seng,MSCI EM,SMI,US T 10-year Yield,German Gov 10-year yield,Oil futures,Gold,EURUSD,USDJPY,US IG Bonds,US HY Bonds,USDCHF
2015-08-04,0.11860743471452108,0.1992652052605093,0.16159766216602722,0.1238912997149389,0.17393255979311384,79.40871983389157,64.7270607522502,0.36070274273201935,0.14287296907536445,0.1056254484252008,0.0837255965669509,0.04035833074616972,0.03418477202788958,0.22063124488712757
2015-08-05,0.11862291145943883,0.19983378731886922,0.16157658019711335,0.12351638833590393,0.17394634248685717,79.54155009073412,65.79496927934619,0.3608910459325769,0.1428713417617809,0.10565227005540298,0.08373696829020222,0.040491337145295826,0.03418495873425903,0.22062894481088186
2015-08-06,0.11883105956082922,0.1998121415611243,0.16167341308988098,0.1237203850559729,0.17409288205034235,79.66582141916665,65.92694330080865,0.36095147007252076,0.1429455489944375,0.1056688529064716,0.0837324372676576,0.04047719765099158,0.03431939854245934,0.22062937898748292
2015-08-07,0.1188645198374604,0.2000192726681956,0.1617289133587774,0.12359087994098227,0.17417092707548412,79.56888024839974,65.90150009174768,0.36112741055178593,0.14293642365860815,0.10572723154371831,0.08383516192720833,0.040337703193020935,0.03447619693937624,0.2206431282772306
2015-08-10,0.11950738165920557,0.20023720901068892,0.16162408101483514,0.12357232396513647,0.17451163644731563,79.83775486817343,65.96181905094757,0.36204761058679047,0.1432756656873842,0.10584699501219351,0.08385667934471186,0.04054851823964617,0.03447720464094665,0.22063960229420732
2015-08-11,0.11975139613746154,0.20104540002244084,0.16161681913078188,0.12391859824648409,0.17473735507011973,80.26969424101432,66.2149201419316,0.36442086845823646,0.14311035661387744,0.10576055198558829,0.08384359714871077,0.04087782307837235,0.03468669550310895,0.22059156129307358
2015-08-12,0.11967244443120906,0.20386677956788515,0.16324887355949175,0.12486913910597978,0.17662071171680419,80.27191498065476,66.07955592432026,0.3644646448573865,0.1438241072639306,0.10633620216688391,0.0842135838844844,0.04089826085532802,0.03481651612011047,0.22094977560766882
2015-08-13,0.1196225352961705,0.20389328151166713,0.1632904644067258,0.12493887929094197,0.17723395067944586,80.36300007637227,66.13743865340913,0.3652283786596624,0.14404101741924355,0.10633486780819455,0.0841614041303318,0.04104187822376133,0.03488984408642892,0.22095095480466542
2015-08-14,0.1194518009654734,0.20402823948592963,0.163257255387744,0.12493841798581717,0.17718796077668542,80.25505960642226,66.21611580296644,0.36466766521104693,0.14367923351129852,0.10636439215274827,0.08407235158673328,0.04092520410719669,0.03488731032104239,0.22094718479481337
2015-08-17,0.1195195391209238,0.20403157868794558,0.163297286585879,0.12524860565266654,0.17724038162429975,80.30338211609136,66.25102651839462,0.3648794467724639,0.143671130339726,0.10638832457210225,0.0840243710469618,0.04101316763687844,0.034886852509830674,0.22096377026310662
2015-08-18,0.119553287037179,0.2039131158411135,0.16391498636740778,0.12543127042425464,0.177237949217094,80.3418304070023,66.2722983957954,0.3653873543313142,0.14362980918578785,0.10643431834841449,0.08398592673359409,0.04113752604802126,0.03488165826227213,0.22094560008668898
2015-08-19,0.119842358016466,0.20480150765809513,0.1643805922373546,0.12569234299414545,0.17779981143105048,80.41656708262728,66.12529836352596,0.36779339269085853,0.14438641957894413,0.10682214093504755,0.08411827623884216,0.04110590748122441,0.03493276189213143,0.22124369980178762
2015-08-20,0.1215261310102782,0.20607965841510195,0.1653237376807858,0.12620744204009907,0.1785074889088767,80.33798975335188,66.17587219039393,0.36792178792361024,0.14519279512780575,0.10735532905370927,0.08415907429329936,0.041110262847391464,0.034990465827638005,0.22132239298125933
2015-08-25,0.12229124221599245,0.21082400499942222,0.16549275628168292,0.12802400662274804,0.18166963513583695,80.54890351933687,67.44945304105762,0.3690312294869289,0.14185474840459214,0.1076691347993457,0.0842143238989514,0.0419002954884942,0.03537758386519913,0.22153004117835345
2015-08-26,0.12812457222358817,0.2113345643933129,0.1661662575319292,0.12792460346556764,0.18325189189901767,81.2138934986574,67.44551773505628,0.3692907698660055,0.14239650740940163,0.10904563062479823,0.08465401224964596,0.04202784536756895,0.03536964895442381,0.22215031760403717
2015-08-27,0.13031964647799196,0.21390335023944454,0.1691169005809109,0.1320868535382655,0.1856601501143123,81.19100014890438,67.53870656491833,0.3822858752508038,0.14237321149989757,0.10917731837001542,0.08507829091023035,0.042100658863889036,0.03568801570869351,0.22247646913716015
2015-08-28,0.1301443160218284,0.2139066442661354,0.16939358281056713,0.13227569488657462,0.18565690847972377,81.05174768006019,67.53886493931347,0.38724669550975216,0.14260247234844076,0.10928201116741179,0.08522778544475879,0.04202403599829764,0.03573916669084522,0.2224916362728192
2015-08-31,0.13035507365564034,0.21372410450200754,0.16941719204906455,0.1321652938403607,0.18540658810292865,81.11761727436911,67.54544962718536,0.3964911779400568,0.14260750625666171,0.10929730975594432,0.08533391460436328,0.04200507345987223,0.035756474936033435,0.22252120658060995
2015-09-01,0.1338190986842691,0.21516267602492697,0.17027004431973056,0.13374861185813602,0.1868120972703558,81.32394266755718,67.530847476958,0.4043537206447511,0.14269474301531743,0.1097390326636942,0.08680504418233496,0.04196778547500292,0.035772188674368266,0.22269257809271684
2015-09-02,0.13501160653232439,0.21516772470388157,0.17065817277482948,0.13383882538848899,0.18679680645454386,81.38571979196281,67.51834833991268,0.40481086708703196,0.1427816382046122,0.10992586547341363,0.08705422837202527,0.041980466955478794,0.03578373232660249,0.22293565738072443
2015-09-09,0.1357554702850402,0.2154266285704978,0.17541082512170714,0.13594110940994145,0.18722031162632355,81.40484446512103,67.54199199954738,0.40666791720778156,0.14298218162467796,0.10986518987788307,0.08719662099506376,0.042006621385829626,0.03587398152782124,0.2229206747010791
2015-09-10,0.13574774330926337,0.2157140663799641,0.1773036623584238,0.1360593603040682,0.18724505111937492,81.42444851478187,67.54113370849997,0.40864459561502303,0.14293117549086626,0.11005338191781716,0.0871251687538763,0.042049652942691786,0.035875788126136995,0.22287470505681056
2015-09-11,0.1356218472923464,0.21546431481991718,0.17731966582118633,0.13606369923830278,0.18712445323296847,81.30590301166295,67.56813634107105,0.4095811153554372,0.1429447224988656,0.11019675316347992,0.08706158269259857,0.041985404599816714,0.035875381144128894,0.22291105630025956
2015-09-14,0.1356161913145482,0.21544098044401658,0.17667421201278602,0.13621264647339093,0.1873759914116334,81.30577160089952,67.56014010255811,0.40967823100610956,0.14277847485650508,0.11016869454151147,0.0871344325215983,0.04197008784006623,0.03587486500484942,0.22290130522515245
2015-09-15,0.13612893881853871,0.21497424435902754,0.17671237489873592,0.13619975091896613,0.187601668945209,81.94936441661378,68.09414746601571,0.409863626209786,0.14265477607812752,0.11021432611540033,0.08706868929660276,0.042439745912082334,0.03582535701429622,0.22296960378352457
2015-09-16,0.13638481730948418,0.21536922351854687,0.17831072378049748,0.13764818858255531,0.18782241626614005,81.92655582777117,68.1683409711353,0.41328362069922026,0.14325195370853963,0.1102406099701401,0.08706573136080022,0.042433620888520346,0.035922831980516254,0.22298769256536619
2015-09-17,0.13633635387002466,0.21520218998612384,0.17830717072887206,0.13769441513115988,0.18749204103418501,82.5305698644539,68.16855933107938,0.4133081761654767,0.1417725746649895,0.11103831294018299,0.08720451177094136,0.042782268169707205,0.035918932471214415,0.22330844679064119
2015-09-18,0.1373180955662527,0.21720643884953392,0.17826477281114736,0.13770187687859922,0.1879069474704326,82.72554986699649,69.15556449050206,0.41597957465672997,0.14162599233857176,0.1115879051950802,0.08720431948149987,0.04316698655757242,0.03592543040710507,0.22348344524008815
2015-09-21,0.1373292490717342,0.2168406931545937,0.17838930530862615,0.1387200236887364,0.1879053573273006,82.97606443141305,69.18122941655236,0.41815735085931993,0.14163649122485633,0.11192289856199453,0.08730634374048833,0.043452985172948766,0.03592364530221519,0.2234817559187463
2015-09-22,0.13737341666120664,0.2191934244213031,0.1784013403269316,0.13894187181016265,0.19106718071771317,82.86217375042445,69.67456188384087,0.4180416448034695,0.1409433532092669,0.11206427755460896,0.08722945153366911,0.0436034833408247,0.03632766854846323,0.22350609892143267
2015-09-23,0.13702040923739925,0.21918914154375324,0.17981759696754748,0.14036370092406983,0.19104790361285237,82.80349265109074,69.67616109331216,0.4190526781159023,0.14092532284545184,0.11225443270490286,0.08722511131522091,0.04360971870116824,0.03629641531799821,0.22355324169369664
2015-09-24,0.13704313821822492,0.2199425246216954,0.18004701594355232,0.1405405280740547,0.19210331800622302,82.8249599483052,69.6778195600681,0.41891695213700014,0.14249703510467102,0.1123442950601352,0.0872559838640921,0.04360266589546712,0.03671847654289194,0.22359512902152284
2015-09-25,0.13695652559558352,0.2214300482425504,0.17928785886812465,0.1401850786143457,0.1938122989651982,82.89784087846239,69.80810542100474,0.41931865477116925,0.14257556579532563,0.11231146542012659,0.08733683514423413,0.043702615846512825,0.036738513711562844,0.2235808098082474
2015-09-30,0.1382315689883806,0.22258958610817423,0.17967227458659404,0.14166423576274118,0.1951369186571168,82.90855023453338,69.78379527132435,0.4191611690228371,0.14296689467414422,0.1124620518947799,0.08733797136720259,0.04371432740581667,0.03675549977101732,0.22358649039867562
2015-10-05,0.13939314083143234,0.22475275873727618,0.1802722610934937,0.14328424196292028,0.19685402106780664,83.06725012078826,69.94588399647115,0.4193779073782227,0.14275753561941354,0.11247621830941837,0.08738573735582923,0.04372397667509443,0.03745575267248158,0.2236266413812849
2015-10-06,0.13935240874420635,0.22443475430942136,0.1802407321021641,0.14359628966804194,0.1967196857122908,83.02085645891295,69.95325650188927,0.4221851602830373,0.14273045108558124,0.11275066331169697,0.08742062488800469,0.04372832556692943,0.03779837900957836,0.2237931428231434
2015-10-07,0.1395684945490316,0.22443143321994136,0.18270200309611362,0.14608299397102556,0.19716737466781975,83.07172482702623,69.95337762990906,0.422416313158056,0.14272014110552791,0.11277108165946362,0.0874530618847988,0.04372044144154646,0.03860380366833526,0.22390354696165568
2015-10-08,0.13974309467400858,0.22437150824543964,0.18261170791830042,0.14609339888917458,0.19720903613197194,83.11275306660747,69.90217145770211,0.42372347782577763,0.14277891610309162,0.11283078134224368,0.0874391731938068,0.04375129590006969,0.038625442298466275,0.22401095344548216
2015-10-09,0.1397434184828911,0.22436330953191058,0.18263458756853604,0.1466897693038405,0.19716732067955262,82.566517586095,69.78030405967966,0.4236955796883925,0.14362520064889792,0.11310077571473005,0.08726296925413159,0.04349280256918642,0.03899047280665345,0.22404666470514872
2015-10-14,0.13831060774790113,0.22387521370972466,0.182755912632963,0.14631712209910555,0.19712379074285621,82.88271799255128,69.90959460566395,0.4231807655118257,0.14386882089333666,0.1134468342989305,0.08765170219287687,0.04364012272982477,0.03850233468676061,0.22420290108125973
2015-10-15,0.13867775617786024,0.2243088502379143,0.18384904183601597,0.1473475760292678,0.1972894174287148,83.00851447711449,69.83562301456658,0.42311763740882025,0.14386863827516058,0.11363742158899535,0.08765145460401079,0.04368128081656448,0.03841060315883799,0.22418940410263946
2015-10-16,0.13873676729677925,0.22428267457622975,0.18401209177231972,0.14723873964451054,0.19731601913554953,83.01199533874389,69.53167689644674,0.4235222630095197,0.14330773774898573,0.11366748262915059,0.0875748639549157,0.04368506950344836,0.03849372197260177,0.22421111331980892
2015-10-19,0.13860287255381992,0.22389235830983117,0.18384739014956306,0.14717374092749577,0.19731090720408156,82.80321337135189,69.44766832555695,0.4245047150283302,0.14329702109762887,0.1136716686134061,0.08757312845495412,0.04360564798416855,0.03846001378685463,0.2242253020234603
2015-10-20,0.13818016084729856,0.22395166065599237,0.18386953145004642,0.14711094325249283,0.19737853880246342,82.91464953534951,69.71272204083427,0.4245498033881179,0.14336500065247673,0.11362348489691143,0.08759538871175938,0.04364533136901715,0.03853205990716086,0.22419421257410224
2015-10-23,0.1385599185827605,0.22454312060553228,0.18390462899957458,0.1468230277383647,0.19774228746861955,83.12705861333778,69.72977563108707,0.42486178401378877,0.14336785844997532,0.11387533088188297,0.08778775052300729,0.04368497604303855,0.038502260120746624,0.22426100787161415
2015-10-26,0.13856450128846792,0.22441036496068392,0.18389852123074682,0.1467933195468548,0.19774268252860835,83.15817515565885,69.73834355755365,0.42502362855548687,0.14336599151009916,0.11395076242975814,0.08786300900667915,0.043741597118203544,0.038476568058262474,0.22431819154193414
2015-10-27,0.13845894706061604,0.22445955054906078,0.18371313135501757,0.14675919133559098,0.19773069141178495,83.11617685972452,69.90192928331714,0.42537141884559077,0.14338205040788404,0.11395065037269765,0.0880530489196957,0.043711947277395836,0.0384206708601649,0.2243360726076897
2015-10-28,0.13886635753239832,0.2247240957272774,0.18384954912836476,0.14677091688607616,0.19788734769410857,83.34126383831388,69.89760274944709,0.42937637064618805,0.14365766609313005,0.1144877354267277,0.08817646520975397,0.04374330686159428,0.03836551694772594,0.22447824306944333
2015-10-29,0.1388684755744593,0.2245647787680179,0.18382244493843358,0.1476540474687973,0.1977570062484963,83.40067069580479,70.20970111230267,0.4289813474124672,0.14376404208667673,0.11457431200886271,0.08816488542604012,0.04390556097638581,0.03834766328374492,0.22448680099098295
2015-10-30,0.13873692162909315,0.22423495693354042,0.18397842134812287,0.1476475474131324,0.19750295904436305,83.30022456123575,69.95488584926186,0.42903613631345566,0.14372598004796883,0.11459878532334658,0.08828199386611618,0.04385655290440602,0.03830945491240128,0.22444956319866166
2015-11-03,0.13868094857552798,0.22418755523782322,0.18407321204454574,0.14801818926184268,0.19732338250704362,83.38701193448931,69.96059504153554,0.4302063012289968,0.1443844415254122,0.1146420165511748,0.08825858228886377,0.04388029263910397,0.038324204059759864,0.224464854262047
2015-11-04,0.1387229268355907,0.2241705377750149,0.1853306852183647,0.1482828365653984,0.19733127180365062,83.35857072399648,69.99715314358978,0.43118440331156704,0.14461046436970298,0.11488006623424553,0.08800330910044005,0.04387306710131225,0.038319531809935824,0.22443089884267298
2015-11-05,0.13870809305197457,0.22383378234922363,0.18522171458411818,0.1483233393719648,0.19731634962334335,83.33452722305535,70.00160686829564,0.43130651984892227,0.1441964646620154,0.11488001311540881,0.08800783036034131,0.04384260403633288,0.038407914667374685,0.2244305399841966
2015-11-06,0.1386893746644373,0.22370026336239132,0.18531601739875433,0.14890876379711268,0.19732019410030358,83.83396801314369,70.52127423353824,0.4317664026017868,0.14468084098620576,0.11554951363087003,0.0886602905946641,0.04407884386299393,0.038598535384710156,0.22464569248469726
2015-11-09,0.1389987271375462,0.2232788467909683,0.1853918639828729,0.14923088646151733,0.1974864335432228,83.82101912890869,70.50929490025175,0.4318561477123455,0.14467950048613118,0.11551794067067257,0.08865955770683343,0.04405991776555728,0.03877259520457482,0.22464547984667194
2015-11-10,0.1390018261849139,0.2230868845424575,0.18589594588753364,0.1496635657710536,0.19737757019324612,83.8126047129252,70.62403679560354,0.4318922897000046,0.14464003164316303,0.11552804844059383,0.08866201648402254,0.04407809231551572,0.03883297822515425,0.22465118191488234
2015-11-13,0.13948617594039203,0.22325218487783993,0.18703266516575903,0.15026794082544936,0.19752238113838136,83.84907775663105,70.73623675626402,0.43257057406351096,0.14463266592939633,0.11554231134497882,0.08863390151685001,0.04403851588943484,0.03896791231850314,0.2247125928347356
2015-11-16,0.14022192185290933,0.22301989641443387,0.18767732206643256,0.15042639129775537,0.19746405701110434,83.8173499425658,70.74447734840362,0.4332063397297438,0.14450982254600622,0.11578332415151131,0.08870138118776093,0.04399190140743986,0.03901204541543689,0.22474241842905285
2015-11-17,0.14020091880360278,0.2244760823673398,0.18805525606512047,0.1510399982083572,0.19907091362951687,83.81655602887739,70.74478922711434,0.4336981045792076,0.14492610361573,0.11579262784412575,0.08866595497371736,0.04401533882992739,0.03918300556033749,0.22476913299553763
2015-11-18,0.141070561033936,0.22429127345459035,0.18663460785481392,0.15042742420645533,0.1990470628153512,83.77511496887318,70.72581871331934,0.4327480940009402,0.14488123939079275,0.11580005501393834,0.08860320772865836,0.04400545150020457,0.03918733653178215,0.22481999958637774
2015-11-19,0.14106544519003764,0.22366463458673086,0.1871966228302381,0.15147995012391807,0.19902519306485233,83.65664003242094,70.76277186256412,0.43263427746376,0.14520891727038052,0.11504708707738663,0.08877774092097825,0.04398563017524384,0.039319330290309464,0.22439869339742738
2015-11-20,0.14103070661635472,0.22366086260083592,0.18755423441741118,0.15167232449686227,0.19895818096273268,83.66269547857723,70.64171182947928,0.43248333894880286,0.1451161481824139,0.11529561344791575,0.08875467508504087,0.04398137954272267,0.03933120245977562,0.22446128003647248
2015-11-23,0.14099697209134687,0.2236572665770527,0.18758033101779278,0.1516855475436299,0.1991926553301913,83.69671475367406,70.77755478507697,0.43373920447364195,0.14497134726564634,0.11523560883878958,0.08835980073397545,0.04399149098787405,0.03933467901121842,0.22441087672561028
2015-11-24,0.14099850054916796,0.22391810989298105,0.18760031116886558,0.15161475491449722,0.19961194754263895,83.69416000608176,70.7858753186079,0.434376403288306,0.14496921338957836,0.11523602720108564,0.08839411924367532,0.0439891582600627,0.039356763668205785,0.22441296473405678
2015-11-25,0.14085315999220388,0.22438653906119568,0.1876196871174546,0.15149081826049765,0.200088796363999,83.48272972388664,70.81503965004497,0.4343582939014956,0.14475871815695945,0.11518732201910546,0.08838717535566576,0.043714191423587824,0.03937230753593583,0.22445265489295266
2015-11-30,0.14094069183365446,0.22441914782821237,0.18740929647233695,0.15207869817194572,0.20009161377374332,83.46495208346394,70.81092616920238,0.43429863719884276,0.14490727894442348,0.11519939963276883,0.08838890673552866,0.043706686091310114,0.03940946114556459,0.22444514736204427
2015-12-01,0.14113474071105384,0.22454532221568407,0.18804367008522332,0.15272948264579794,0.200089360762886,83.71076563779268,70.810037989537,0.4338097760800714,0.14496436462782994,0.11539419714329215,0.08841708614767972,0.04389188377237786,0.03947089189267157,0.2244481443975061
2015-12-02,0.14159936386765382,0.22454147603164124,0.18782307696545006,0.15255505222179702,0.20009175145531757,83.74494744823524,70.80137719809834,0.43625803650053724,0.14536340075620793,0.11520018140518357,0.0877630961948054,0.04388808077051278,0.039481626712024154,0.22437885422436246
2015-12-03,0.1423047307773277,0.2274410956518953,0.18765812100846582,0.15248829068835298,0.20093178335005654,84.7895420969125,73.4153178540931,0.4369710833877781,0.145595757130982,0.11912657792190806,0.08790736588802274,0.044815245896612566,0.03959965258456651,0.22560879471211367
2015-12-04,0.14370112282054406,0.22748200513442948,0.18772312586449857,0.15269138968111148,0.2010023318026052,84.8122949324758,73.31764698191107,0.4377560106219284,0.1472271980339887,0.11903274926002423,0.08793841718426054,0.04485410147714695,0.03965706090251703,0.22550299223035092
2015-12-07,0.14364396503103485,0.2275684670451696,0.18718719951237847,0.1522581782039863,0.2010053063625435,84.90758400234722,73.89301715091439,0.44166908713140596,0.14786140973579273,0.11906895071942764,0.0879234011032525,0.044930687202729504,0.03984826020952161,0.22553503554181306
2015-12-08,0.1436768326604793,0.2277982564597003,0.1875956090797868,0.15283834594972118,0.20140691252609402,84.83261704522116,73.90025964836394,0.4416787092853602,0.14773229206923585,0.11919805928548159,0.08801667386580676,0.044958824289402496,0.04030679977134433,0.2256619500970474
2015-12-09,0.14371500973558585,0.22761660892430322,0.18760367119546845,0.15281000294409988,0.20155289296824117,84.76187713317557,73.94712445753275,0.44153758596858317,0.14766291200686313,0.11976595656341982,0.08891678781848267,0.044936263337984186,0.04024146181979787,0.22576143918180186
2015-12-10,0.14275293733550568,0.2272334678761988,0.1875521870836933,0.15272720629554834,0.20153917668520652,84.53545588681794,73.94972881379252,0.44164767451421105,0.14760867667025107,0.11997066868185934,0.0888651142194574,0.04487838808056938,0.04009588943770862,0.22580848623429992
2015-12-11,0.14391473802874954,0.22816351885551486,0.18783085833968347,0.15393551457410973,0.2021001970059628,85.15314139620187,74.00628648865329,0.442559060245368,0.1476297061146836,0.11995687937821052,0.08888597668313597,0.04500112745601402,0.04130789103112942,0.2257994770582114
2015-12-14,0.14395464167362795,0.2288477493855986,0.1870118050443166,0.15334353929130717,0.20263857369914817,85.50544929630313,74.07801147751024,0.4428571038327399,0.1482453898007665,0.11995961243953099,0.0888728793941139,0.0455432616759736,0.043363051735833776,0.22581963853261025
2015-12-15,0.144283235475073,0.23073228193988432,0.18659661782757772,0.15370268088340575,0.20401499976428894,85.60456858224046,74.35078872790886,0.4423438890471017,0.14813617913309046,0.12000881670406534,0.08900685390833221,0.04555085848708557,0.04398614108608487,0.2258715288470452
2015-12-16,0.14494987567758985,0.230731944670312,0.1873571249945084,0.153786891244961,0.20397890515111802,85.63551164895672,74.408234826262,0.4450506992854628,0.14790131913836635,0.11946548700757581,0.0885956531396332,0.045506712065635495,0.043998220241618806,0.22568123217268837
2015-12-17,0.1449404729671797,0.23064774841801244,0.18746985390148965,0.1541666752144729,0.20323694106066903,85.56264739640883,74.84101247981599,0.44503461352796314,0.14918134337444927,0.11968839505081645,0.08831869378639941,0.045396875185556865,0.04397666694631844,0.22576686486655206
2015-12-18,0.14511073312069064,0.23089050781382492,0.1874237452956433,0.1541040259720465,0.2032435130747148,85.56653357783061,75.02329247603181,0.44475574069794194,0.14954838447988192,0.1196364121245692,0.08912674321531078,0.045414548692812494,0.044439794259382014,0.2257428553878381
2015-12-21,0.1437325212185215,0.23136288375146116,0.18705625688627295,0.15380154828238127,0.20334033751791192,85.57270800307886,75.02321597651061,0.444430069109473,0.14998193178360408,0.11969669446058376,0.08908691526754293,0.04541291524935217,0.044409946606478366,0.22572420953362748
2015-12-22,0.14347322441717358,0.2306991599922464,0.1861083417052367,0.1527974305874375,0.2029666939475046,85.60263572477196,75.16737316711695,0.4462460920063261,0.15006854400471015,0.11968680241056497,0.08907327707364357,0.04545407270265275,0.04422159755186665,0.22576237378104494
2015-12-23,0.143697320385305,0.2286302230388809,0.18632001994321634,0.15291223148401561,0.20281937969066732,85.37529365415958,74.74342383896595,0.447820109207074,0.14986607674696223,0.11884939601806094,0.08839513520023069,0.045329838358702634,0.044068261000772546,0.22534172925393492
2015-12-29,0.14404367111171743,0.22912975254048665,0.1860772538118875,0.15244214351461677,0.20317459700175355,85.66029241610644,74.75700647785378,0.4485975652327429,0.1498520191300814,0.11890018171443387,0.08833014836548538,0.04540528240203272,0.04411284036735876,0.2253844094967876
2015-12-30,0.14373622925049748,0.22743495579447234,0.18606908496428387,0.15263349863633524,0.2019412593991946,85.59968299407058,74.66233744445263,0.44986241565511786,0.15000292903419027,0.11886700432812619,0.08820484366869619,0.045391675749829476,0.04278482148767973,0.22538593845840726
2016-01-05,0.14348695821693241,0.22710339982175093,0.18616319978986468,0.15255078739546565,0.20196816525782896,85.60361260156235,74.7048260226586,0.45036210074715355,0.1498563740547178,0.11903217511013182,0.08827976554055654,0.04536993907122551,0.04289660990696829,0.22545882774334886
2016-01-06,0.14288301910113035,0.22651509806102285,0.1864101715629236,0.1529449913790631,0.20169750241535186,85.82768015318953,74.77248867430983,0.4538993585263553,0.15061777640984367,0.11892975355243912,0.08844527825586793,0.045571838050200965,0.042428183414895855,0.22535763601821798
2016-01-07,0.14474466058346447,0.2271962041866662,0.18846627038061467,0.15530114702305933,0.2022362732722219,85.86689760079709,74.85501616471612,0.45352157709821395,0.15119728140073058,0.11969800706553917,0.0887326667964893,0.04556845296280853,0.042558271321166456,0.22573604445960233
2016-01-08,0.14468152544857132,0.22757999240916407,0.1885543078715958,0.15523708424125582,0.203465475393159,85.76412562501424,74.83828458377585,0.45307875090670446,0.15107533766204695,0.11969896657781245,0.08823429837268794,0.045496008539991396,0.04256691646277667,0.22574191940700045
2016-01-11,0.14452170880051793,0.2275360567202457,0.19056564267228027,0.1568055517880686,0.20352317369712944,85.95790475367319,74.87253509235124,0.4560409463943328,0.15132432009958027,0.11979530541851988,0.08831087317793986,0.04553042275805266,0.04264002751671783,0.22583939207594056
2016-01-12,0.14470941869427242,0.22756507900735715,0.1906465241734093,0.1566851636522664,0.20404512234907315,86.27324942607633,74.83703858267435,0.45704559102571546,0.15143543125817313,0.11976808848434792,0.08825048670670609,0.04559119748843538,0.0426709592224274,0.22583029581510397
2016-01-13,0.1464698568122677,0.22726983743979884,0.19027833100298105,0.1561894858211928,0.20387772982576335,86.21601983676898,74.9046438488263,0.4570081167928578,0.15157855365395997,0.11974321429741784,0.08820616332642062,0.04563383082347246,0.042847929869918734,0.22585486779972133
2016-01-14,0.14738451893410992,0.22782376883535396,0.1898921441557187,0.15586447124927222,0.20425757611726855,86.19617597890623,74.87994605709818,0.45754123351232917,0.15163068394355145,0.11950246688483047,0.08802128357317987,0.04589032040209747,0.04319411984615518,0.2257036266706272
2016-01-15,0.14888976017261796,0.22909966496485284,0.1903943926794153,0.1569613853310707,0.20549536487436637,86.35727678767658,74.76708618165888,0.46099626205382116,0.15158789011222204,0.11960649204238064,0.0884956822653785,0.04590097540701543,0.044549312972998946,0.22572939868573358
2016-01-20,0.14889830548923014,0.23023202894986977,0.19375020821155908,0.15952384807962142,0.20739304037423686,86.63263140125719,75.07151035202271,0.4659670658886241,0.1505651861896777,0.11942958642412327,0.08420638249154833,0.045905556745258945,0.04668430273009416,0.22561901113459426
2016-01-21,0.14898989346759228,0.23094389474189023,0.19452646344490993,0.15953993560301002,0.20739140948632157,86.76153790110143,75.13149100236886,0.477826525480078,0.15044242306262884,0.11939517041920368,0.08307030645535779,0.045939000962733074,0.046981818905723643,0.2256151969480045
2016-01-22,0.1503118407743626,0.23186577246587836,0.19674291937106167,0.1628092040491852,0.20945089243867057,86.77750711007525,75.05234502415955,0.48532560963954946,0.1504469567309792,0.1194620728419126,0.083456396752886,0.04594119122680981,0.048015042674107826,0.2257014136341008
2016-01-25,0.15103574417581758,0.23126567525755812,0.19718196180825795,0.16283039467090457,0.20893918100014355,86.92982969520169,75.04162257524213,0.48843095601424924,0.1487923162646046,0.11949895129004989,0.08307733536211145,0.04594960747933399,0.048071098165249626,0.2256754356723063
2016-01-26,0.15164263300735598,0.23145855513995317,0.19868178519852403,0.16302111411186013,0.20906823642454264,86.8305826931777,75.08860679038536,0.4897349853828926,0.1491808700389683,0.11921224064736038,0.0829400196650753,0.04592692094718137,0.04809629266494321,0.22549893649010133
2016-01-27,0.15203690290735622,0.2311401095614789,0.1989507431812975,0.16339502902063827,0.20901638481412332,86.37157945902766,75.08030680358935,0.4903966752476132,0.14595254731270516,0.1190434132507136,0.08278782207616897,0.04582668828513802,0.04813731813305949,0.22539175063016462
2016-01-28,0.15210543637312718,0.23197494956176326,0.19891923849159093,0.16330898889799136,0.20988996776924002,86.17819203528371,75.16914267939583,0.4909944287918419,0.1444270681385783,0.119110358408955,0.08276681309122601,0.04577610240367574,0.0482135055376557,0.22538243017013737
2016-01-29,0.1540603121740882,0.23294903252790108,0.20054537224458938,0.16569699789220427,0.21066650369883597,86.3162826666358,75.58481475477686,0.4896077120221261,0.14445113765206796,0.11945190320984299,0.0849376939336408,0.045846133901410076,0.04834204416033558,0.22555822346245774
2016-02-02,0.15522810934688505,0.2341389166562163,0.20063559386290106,0.1667243106959499,0.21105183512385292,86.9250867172241,75.70120335662719,0.4923347949745428,0.14270173354701957,0.11942070937684807,0.0852677796635029,0.046082727216627324,0.048546772812652454,0.2255174464475551
2016-02-03,0.15530605010253834,0.2347948905430471,0.2016276427166339,0.16691689725717238,0.2112120545490919,87.00025344790735,75.75450760653885,0.49844557850989674,0.1432051916943706,0.12052846596317404,0.08700201646275386,0.04610623328120921,0.048572034327475325,0.22586181629168867
2016-02-04,0.1552292319003542,0.2345393906032244,0.2016335324546803,0.1687649481323657,0.2116209791530087,87.09136076512087,75.80492494959373,0.498562055496409,0.14337965697048236,0.1206987348359664,0.08751265181536023,0.04612120516914949,0.048555300673896025,0.22602176243945016
2016-02-05,0.1563408004462412,0.2347166437685655,0.20163605594090905,0.16875637000954002,0.2116660342936037,86.98119873779999,75.63441760662415,0.49924913569119705,0.14368839850998824,0.12076190859664239,0.08700184446240987,0.04608703436936991,0.048598698421913764,0.22602843369913952
